600000,1999
600001,1998
600002,1998
600003,1999
600004,2003
600005,1999
600006,1999
600007,1999
600008,2000
600009,1998
600010,2001
600011,2001
600012,2003
600015,2003
600016,2000
600017,2006
600018,2006
600019,2000
600020,2003
600021,2003
600022,2004
600023,2013
600026,2002
600027,2005
600028,2001
600029,2003
600030,2003
600031,2003
600033,2001
600035,2004
600036,2002
600037,2001
600038,2000
600039,2003
600048,2006
600050,2002
600051,1997
600052,1997
600053,1997
600054,1997
600055,1997
600056,1997
600057,1997
600058,1997
600059,1997
600060,1997
600061,1997
600062,1997
600063,1997
600064,1997
600066,1997
600067,1997
600068,1997
600069,1997
600070,1997
600071,1997
600072,1997
600073,1997
600074,1997
600075,1997
600076,1997
600077,1997
600078,1997
600079,1997
600080,1997
600081,1997
600082,1997
600083,1997
600084,1997
600085,1997
600086,1997
600087,1997
600088,1997
600089,1997
600090,1997
600091,1997
600093,1997
600094,1997
600095,1997
600096,1997
600097,1997
600098,1997
600099,1997
600100,1997
600101,1997
600102,1997
600103,1997
600104,1997
600105,1997
600106,1997
600107,1997
600108,1997
600109,1997
600110,1997
600111,1997
600112,1997
600113,1997
600114,2004
600115,1997
600116,1997
600117,1997
600118,1997
600119,1998
600120,1997
600121,1998
600122,1998
600123,1998
600125,1998
600126,1998
600127,1998
600128,1997
600129,1997
600130,2000
600131,1998
600132,1997
600133,1998
600135,1998
600136,1998
600137,1998
600138,1997
600139,1998
600141,1999
600143,2004
600145,1999
600146,1999
600148,1998
600149,1999
600150,1998
600151,1998
600152,1998
600153,1998
600155,1998
600156,1998
600157,1998
600158,1998
600159,1998
600160,1998
600161,1998
600162,1998
600163,1998
600165,1998
600166,1998
600167,1999
600168,1998
600169,1998
600170,1998
600171,1998
600172,1998
600173,1999
600175,1999
600176,1999
600177,1998
600178,1998
600179,1998
600180,1998
600181,1998
600182,1999
600183,1998
600184,2003
600185,1999
600186,1998
600187,1998
600188,1998
600189,1998
600190,1999
600191,1998
600192,1998
600193,1999
600195,1999
600196,1998
600197,1999
600198,1998
600199,1998
600200,1999
600201,1999
600202,1999
600203,1999
600205,1999
600206,1999
600207,1999
600208,1999
600209,1999
600210,1999
600211,1999
600212,1999
600213,1999
600215,1999
600216,1999
600217,1999
600218,1998
600219,1999
600220,1999
600221,1999
600222,1999
600223,2000
600225,2000
600226,1999
600227,2000
600228,1999
600229,2000
600230,2000
600231,2000
600232,2000
600233,2000
600234,2000
600235,2000
600236,2000
600237,2000
600238,2000
600239,1999
600240,2000
600241,2000
600242,2000
600243,2000
600246,2000
600247,2000
600248,2000
600249,2004
600250,2001
600251,2003
600252,2000
600253,2000
600255,2000
600256,2000
600257,2000
600258,2000
600259,2000
600260,2000
600261,2000
600262,2000
600263,2000
600265,2000
600266,1999
600267,2000
600268,1999
600269,2000
600270,2000
600271,2003
600272,2001
600273,2003
600275,2000
600276,2000
600277,2000
600278,2000
600279,2000
600280,2000
600281,2000
600282,2000
600283,2000
600284,2004
600285,2000
600287,2000
600288,2000
600289,2000
600290,2000
600291,2000
600292,2000
600293,2000
600295,2001
600296,2000
600297,2000
600298,2000
600299,2000
600300,2000
600301,2000
600302,2000
600303,2000
600305,2001
600306,2000
600307,2000
600308,2000
600309,2001
600310,2001
600311,2001
600312,2001
600313,2001
600315,2001
600316,2000
600317,2002
600318,2000
600319,2001
600320,2000
600321,2001
600322,2001
600323,2000
600325,2004
600326,2001
600327,2002
600328,2000
600329,2001
600330,2001
600331,2001
600332,2001
600333,2000
600335,2001
600336,2000
600337,2000
600338,2000
600339,2000
600340,2003
600343,2003
600345,2000
600346,2001
600348,2003
600350,2002
600351,2002
600352,2003
600353,2002
600354,2004
600355,2002
600356,2001
600357,2002
600358,2000
600359,1999
600360,2001
600361,2001
600362,2002
600363,2001
600365,2001
600366,2000
600367,2001
600368,2000
600369,2001
600370,2003
600371,2002
600372,2001
600373,2002
600375,2003
600376,2001
600377,2001
600378,2001
600379,2002
600380,2001
600381,2001
600382,2001
600383,2001
600385,2001
600386,2001
600387,2004
600388,2000
600389,2001
600390,2001
600391,2001
600392,2003
600393,2001
600395,2001
600396,2001
600397,2002
600398,2000
600399,2000
600400,2001
600401,2003
600403,2003
600405,2004
600406,2003
600408,2003
600409,2003
600410,2004
600415,2002
600416,2002
600418,2001
600419,2001
600420,2004
600421,2004
600422,2000
600423,2003
600425,2003
600426,2002
600428,2002
600429,2003
600432,2003
600433,2003
600435,2003
600436,2003
600438,2004
600439,2003
600444,2004
600446,2003
600448,2001
600449,2003
600452,2004
600455,2004
600456,2002
600458,2002
600459,2003
600460,2003
600461,2004
600462,2003
600463,2004
600466,2001
600467,2004
600468,2001
600469,2003
600470,2004
600472,2005
600475,2003
600476,2003
600477,2003
600478,2003
600479,2004
600480,2003
600481,2003
600482,2004
600483,2004
600485,2003
600486,2002
600487,2003
600488,2001
600489,2003
600490,2003
600491,2004
600493,2004
600495,2004
600496,2002
600497,2004
600498,2001
600499,2002
600500,2000
600501,2001
600502,2003
600503,2002
600505,2002
600506,2001
600507,2003
600508,2001
600509,2002
600510,2002
600511,2002
600512,2002
600513,2003
600515,2002
600516,2002
600517,2003
600518,2001
600519,2001
600520,2002
600521,2003
600522,2002
600523,2001
600525,2002
600526,2002
600527,2003
600528,2001
600529,2002
600530,2001
600531,2002
600532,2002
600533,2002
600535,2002
600536,2002
600537,2003
600538,2003
600539,2001
600540,2004
600543,2004
600545,2003
600546,2003
600547,2003
600548,2001
600549,2002
600550,2001
600551,2002
600552,2002
600553,2002
600555,2001
600556,2001
600557,2002
600558,2001
600559,2002
600560,2002
600561,2002
600562,2003
600563,2002
600565,2002
600566,2001
600567,2001
600568,2001
600569,2001
600570,2003
600571,2002
600572,2004
600573,2003
600575,2003
600576,2003
600577,2002
600578,2002
600579,2002
600580,2002
600581,2002
600582,2002
600583,2002
600584,2003
600585,2002
600586,2002
600587,2002
600588,2001
600589,2001
600590,2002
600591,2002
600592,2002
600593,2002
600594,2004
600595,2002
600596,2001
600597,2002
600598,2002
600599,2001
600600,1993
600601,1990
600602,1990
600603,1992
600604,1992
600605,1992
600606,1992
600607,1992
600608,1992
600609,1992
600610,1992
600611,1992
600612,1992
600613,1992
600614,1992
600615,1992
600616,1992
600617,1992
600618,1992
600619,1992
600620,1992
600621,1992
600622,1992
600623,1992
600624,1993
600626,1993
600627,1993
600628,1993
600629,1993
600630,1993
600631,1993
600632,1993
600633,1993
600634,1993
600635,1993
600636,1993
600637,1993
600638,1993
600639,1993
600640,1993
600641,1993
600642,1993
600643,1993
600644,1993
600645,1993
600647,1993
600648,1993
600649,1993
600650,1993
600651,1990
600652,1990
600653,1990
600654,1990
600655,1992
600656,1990
600657,1993
600658,1993
600660,1993
600661,1993
600662,1993
600663,1993
600664,1993
600665,1993
600666,1993
600667,1993
600668,1993
600671,1993
600673,1993
600674,1993
600675,1993
600676,1993
600677,1993
600678,1993
600679,1993
600680,1993
600681,1993
600682,1993
600683,1993
600684,1993
600685,1993
600686,1993
600687,1993
600688,1993
600689,1993
600690,1993
600691,1993
600692,1993
600693,1993
600694,1993
600695,1993
600696,1993
600697,1993
600698,1993
600699,1993
600701,1996
600702,1996
600703,1996
600704,1996
600705,1996
600706,1996
600707,1996
600708,1996
600710,1996
600711,1996
600712,1996
600713,1996
600714,1996
600715,1996
600716,1996
600717,1996
600718,1996
600719,1996
600720,1996
600721,1996
600722,1996
600723,1996
600724,1996
600725,1996
600726,1996
600727,1996
600728,1996
600729,1996
600730,1996
600731,1996
600732,1996
600733,1996
600734,1996
600735,1996
600736,1996
600737,1996
600738,1996
600739,1996
600740,1996
600741,1996
600742,1996
600743,1996
600744,1996
600745,1996
600746,1996
600747,1996
600748,1996
600749,1996
600750,1996
600751,1996
600753,1996
600754,1996
600755,1996
600756,1996
600757,1996
600758,1996
600759,1996
600760,1996
600761,1996
600763,1996
600764,1996
600765,1996
600766,1996
600767,1996
600768,1996
600769,1996
600770,1996
600771,1996
600773,1996
600774,1996
600775,1996
600776,1996
600777,1996
600778,1996
600779,1996
600780,1996
600781,1996
600782,1996
600783,1996
600784,1996
600785,1997
600786,1996
600787,1997
600789,1997
600790,1997
600791,1997
600792,1997
600793,1997
600794,1997
600795,1997
600796,1997
600797,1997
600798,1997
600800,1993
600801,1994
600802,1994
600803,1994
600804,1994
600805,1994
600806,1994
600807,1994
600808,1994
600809,1994
600810,1994
600811,1994
600812,1994
600814,1994
600815,1994
600816,1994
600817,1994
600818,1994
600819,1994
600820,1994
600821,1994
600822,1994
600823,1994
600824,1994
600825,1994
