600826,1994
600827,1994
600828,1994
600829,1994
600830,1994
600831,1994
600832,1994
600833,1994
600834,1994
600835,1994
600836,1994
600837,1994
600838,1994
600839,1994
600840,1994
600841,1994
600842,1994
600843,1994
600844,1994
600845,1994
600846,1994
600847,1994
600848,1994
600850,1994
600851,1994
600853,1994
600854,1994
600855,1994
600856,1994
600857,1994
600858,1994
600859,1994
600860,1994
600861,1994
600862,1994
600863,1994
600864,1994
600865,1994
600866,1994
600867,1994
600868,1994
600869,1995
600870,1995
600871,1995
600872,1995
600873,1995
600874,1995
600875,1995
600876,1995
600877,1995
600879,1995
600880,1995
600881,1995
600882,1995
600883,1995
600884,1996
600885,1996
600886,1996
600887,1996
600888,1996
600889,1996
600890,1996
600891,1996
600892,1996
600893,1996
600894,1996
600895,1996
600896,1996
600897,1996
600898,1996
600900,2003
600960,2004
600961,2004
600962,2004
600963,2004
600965,2004
600966,2004
600967,2004
600969,2004
600970,2005
600971,2004
600973,2004
600975,2004
600976,2004
600978,2004
600979,2004
600980,2004
600981,2004
600982,2004
600983,2004
600984,2004
600985,2004
600986,2004
600987,2004
600988,2004
600990,2004
600991,2004
600992,2004
600993,2004
600995,2004
600997,2004
600998,2010
600999,2009
601000,2010
601001,2006
601002,2007
601003,2007
601005,2007
601006,2006
601007,2007
601008,2007
601009,2007
601010,2011
601011,2011
601012,2012
601018,2010
601028,2011
601038,2012
601058,2011
601088,2007
601098,2010
601099,2007
601100,2011
601101,2010
601106,2010
601107,2009
601111,2006
601113,2011
601116,2011
601117,2010
601118,2011
601126,2010
601137,2011
601139,2009
601158,2010
601166,2007
601168,2007
601169,2007
601177,2010
601179,2010
601186,2008
601188,2010
601199,2011
601208,2011
601216,2011
601218,2011
601222,2011
601225,2014
601231,2012
601233,2011
601238,2012
601258,2011
601268,2010
601288,2010
601299,2009
601311,2011
601313,2012
601318,2007
601328,2007
601333,2006
601336,2011
601339,2012
601369,2010
601377,2010
601388,2012
601390,2007
601398,2006
601515,2012
601518,2010
601519,2011
601555,2011
601558,2011
601566,2011
601567,2011
601588,2006
601599,2011
601600,2007
601601,2007
601607,1994
601608,2012
601616,2011
601618,2009
601628,2007
601633,2011
601636,2011
601666,2006
601668,2009
601669,2011
601677,2011
601678,2010
601688,2010
601699,2006
601700,2011
601717,2010
601718,2010
601727,2008
601766,2008
601777,2010
601788,2009
601789,2011
601798,2011
601799,2011
601800,2012
601801,2010
601808,2007
601818,2010
601857,2007
601866,2007
601872,2006
601877,2010
601880,2010
601886,2011
601888,2009
601890,2010
601898,2008
601899,2008
601901,2011
601908,2011
601918,2007
601919,2007
601928,2011
601929,2012
601933,2010
601939,2007
601958,2008
601965,2012
601988,2006
601989,2009
601991,2006
601992,2011
601996,2011
601998,2007
601999,2007
603000,2012
603001,2012
603002,2012
603003,2012
603005,2014
603008,2012
603077,2012
603123,2012
603128,2012
603167,2012
603288,2014
603308,2014
603333,2012
603366,2012
603399,2012
603555,2014
603699,2014
603766,2012
603993,2012
990018,2000
